review_text,positive
"This book is essentially about how culture is used to promote the interest of stronger, imperial powers.  Said condemns intellectuals in the West who in his eyes are agents of exploitation.  Yet Said himself is an agent of racism.A Pan Arabist, he always supported Arab unity and Islam at the expense of non-Arab and non-Moslem peoples.  Said directs and manipulates the Western taste for self criticim, and all that does is deflect the world's attention from Arab and Moslem attrocities committed against Christians, Kurds, Jews, Israelis, Coptic Christians, non-Arab Sudanese, etc.Thus, reading Said, you would never realize that Sadam Hussein's poisoning of the Kurds has never been condemned by one Arab intellectual or leader.  This is because a racist prevalent attitude in the Arab mind is that the entire Middle East should be Arab.  This also explains the attitude towards Israel, a country that is predominantly non-Moslem and speaks a Middle Eastern language other than Arabic.The pity is that Said himself is a Christian, yet he never spoke on behalf of Coptic Christians in Egypt, or the right of Christians to practice their faith in Saudi Arabia and probably other places in the Arab World.  He is facilitating the overall aim of PanArab Nationalists by distracting the West from what is happening in the Arab world.For a better understanding of relations between the West and Islam, I recommend books by Bernard Lewis, such as The Moslem Discovery of Europe and the Jews of Islam.  I also recommend books by the Egyptian scholar and Jewish refugee Yael Bat Yeor, such as The Dhimmi.",0
"Oh, yes - this is a very fine book... for me to poop on!In other words, it's a JOKE book. It's just another one of a half dozen duds out there, all trying to slam whoever happens to be the #1 retailer at the time - this decade it's Wal-Mart.Foreign countries paying their workers less? Blame Wal-Mart! Worker insurance prices going sky high because the medical industry over-estimates it's fees? Blame Wal-Mart! Crooked unions feeling threatened they'll get their butts kicked by non-union competition? Blame Wal-Mart! Etc., etc.You just have to laugh at how these semi-journalistic schlockmeisters try so desperately to compare themselves to a real activist like Micheal Moore, who actually accomplishes some social good once in awhile.But you know who's REALLY laughing? That's right - Wal-Mart. That's because they've ALREADY built their thousands of stores, and been in business for over 40 years, so it's way too late now for these mealy-mouthed media wannabes to do anything about it!And what do these ersatz authors expect at this very late date, anyway? That millions of consumers, during these roller-coaster economic times, will be instantly brainwashed by these new crackpot books and then suddenly start to boycott lower prices? Ha! Ha! Ha!Like I said, this has got to be just another joke book",0
"Hands down this is Bukowski's single worst book.  Bought it when it first came out just before/after his death in 1994.  Having read just about everything the man had written, Pulp was a hugely disappointing epitaph.  If you've never read Bukowski start with Post Office or the short story collections, but avoid this like the plague.  A bad book.  I can't think of a single reason to recommend it",0
"Very average book!  Frei doesn't go down as one of my favorite sports writers. Loves to sensationlize rather then just tell a great story",0
"This book had a good message, and could have had a lasting impact on me. But the plot was obscenely dull, and the middle of the book (Gene and Finny relationship) does not seem to fit in with the rest of the book. Not recommended",0
"Finally there is a solution to the problem of world poverty! Yunnus has proven, by the success of his bank's loans to the desperately poor, that the poor are masters of survival and the best equipped to pull themselves out of poverty given the right tools and support. Founder of the Grameen Bank, he and his collaborators in many coutries throughout the world (including the US and Canada) have shown that lending to the poor, helping them realize their own potential and giving them the support network they need to succeed is having dramatic results wherever it is tried. Yunnus' book is inspiring and an eye-opener. It made me realize that professionals working in large international charity organizations cannot bring about genuine change unless their offices and employees live and work among the people they are trying to help. It's hard to separate the book from the idea. One is as fascinating as the other. Out of 5 points, I give it a six",0
"While reading this book I found the details of some cases to be unbelievable.  Also, the photographs of the murderers and detectives all looked fuzzy and more like drawings.  I've read a lot of true crime and never heard of catching a murderer because he breathed his asthma medication on the murder victim's hair.  Or because they chemically deduced which cologne he wore. And who leaves their backdoor open when they know a violent Doberman Pinscher has been getting through their backyard fence? Sure, just let that dog on in. And whose place of employment has a record of all employee's blood groups (not their TYPES, just their GROUPS), when the employee doesn't even know HIMSELF what group he is?Then I read the introduction, which I always skip, and found out this book is FICTION, not true crime as the cover announced and in which section it was in in the book store.As FICTION, it's okay, (I prefer Agatha Christie), but I don't believe the forensic work in this book is even based on any fact. So read it for entertainment, but don't be so gullible as to believe any of it",0
"I was disappointed in this book--especially after reading the other stellar reviews (which are all, weirdly, from Texas, where the author lives).When it's a book about logic and clear thinking, a reader expects that book to be free of typographical errors, imprecise logic, and muddled thinking.  Needless to say, I almost put the book down after reading the introduction because of the missing words and typographical errors.  Exampe from page 11:  Because the real is out there, we must effectively with it....  Here's another gem from the same page:  I am sorry to have to tell you that fact, but that is the way things are.  That is the nature of nature.  That is the reality of reality.Look at page 33.  The author states, Why when one exception is uncovered, multiple other exceptions surface almost right away is not entirely clear....  Probably this has something to do with the way we humans view reality.  Very disappointing--hasn't this author studied any cognitive psychology?  It's called confirmation bias and it's entirely clear.One more example!  On page 60, the author states that Barbara Boxer, a senator from California, doesn't know the difference between a revolver and a semiautomatic pistol and is unlikely to shed intelligent light on the relative safety of either gun.  Ouch.  How does he know what Barbara Boxer knows or doesn't know?  She's actually very well-versed on the difference between the two; has he heard her speak on the subject?  It comes across as more of an ad hominem attack than anything.Anyway, save your money on this book and instead buy Jamie Whyte's CRIMES AGAINST LOGIC.  Now that's a well-written book!",0
"He gave it all he had, but there just wasn't much of interest there.  He's a self-described, turmoiled loser, and not very interesting one to boot.  Kafka, Roth, and Jeremy Leven (Satan, et al), write about similar troubled Jews, and are much funnier and interesting. I like his honesty, but, it's not worth the price of admission",0
"The Paleo Diet is based on an interesting premise- the idea that what we ate before agriculture suited our needs perfectly because our bodies had been bred by evolution in response to our what we could find to eat in our environment. It seems like a giant leap to assume our paleolithic ancestors naturally gravitated towards exactly what we need to eat. Animals in the wild do make sensible choices most of the time, because their decisions are instinctual. Self-awareness creates a problem that doesn't exist for other animal behavior as it does for humans. Sometimes we do things out of curiosity, or laziness, or false beliefs. So, considering the erratic behavior of present-day humans, who is to say our paleolithic ancestors were any more intuitive about their nutritive needs? Even the book suggests humans ate what they did out of trial and error, frequently just trying whatever they encountered in the wild.The fact that wild foods are frequently much richer in nutrients than domestic foods does not mean that you must subscribe to a strict paleolithic diet to take advantage of this fact. Rather, eat more wild-sourced food. Just about anything edible from the wild will be a healthy food, unless the environment from which it comes is polluted- and that is a very real problem.Meat is a very dodgy thing nowadays, not like it was in the pristine wilderness of the paleolithic era. The Paleo diet would be a healthy thing if we were still in that world. Now, we need to worry about heavy metals in fish flesh, and antibiotics and growth hormones in feedlot animals. Beef will have some naturally occuring omega 3 if the animals were allowed to wander in a more or less natural fashion, as they did when the most commonly employed mechanism for animal control was the cowboy. This is no longer true. The average cut of meat in your supermarket is taken from a feedlot animal, fed the wrong food and in conditions unsanitary in the extreme. Basing a diet on meat in this day and age can be dangerous. You must choose your meat sources carefully. Meat made from free-range animals raised on pesticide-free in a caring manner can be very hard to find.I found Loren's rejection of all products of agricultural development a little too simple minded, and in some cases irresponsible. There is nothing at all unhealthy about whole grain foods or legumes consumed in moderation, and significant weight loss could occur for most people if they ingested organic whole grains and legumes but conscientiously avoided only the major evil products of agriculture: high fructose corn syrup, trans-fatty acids, artifical sweeteners, uncleaned foods raised non-organically with pesticides and herbicides, and improperly raised food animals.My main objection to the book is nearly one hundred pages (about half) of the book is dedicated to the spiel- convincing you this thing is real and valid and worth your time. I think the forward to the book or perhaps the first chapter alone would have been sufficient for that purpose. After a while you get the feeling Loren is trying too hard to sell this idea to you, and it really interferes with the flow of the book.Further, a lot (but not all) of the studies cited show only marginal advantages of different aspects of this diet. The claims that you will experience great weight loss and feel better than you ever have are quite nice to imagine, and peppered throughout the book. But it's hard to believe with the less than overwhelming studies cited.One last nitpick. One great way to compensate for the lack of typical food taste enhancers like salt and sugar is the use of herbs and spices. something very much like the paleo diet already exists as part of peasant cuisines around the world. It's a pity the recipes included do not explore those, but instead offer somewhat watered down and uninspired fare instead. Espscially asian cuisines frequently make due with alot of the ingredients that are ok on the paleo diet, and their interesting spices make it all the more entertaining. I found the recipes far too traditional and western-centric.",0
"If you want a biased and misleading account of the Arab war against Israel, this ought to satisfy you.Shlaim tells us that Jabotinsky, in discussing Zionism explained that if the cause is just, justice must triumph.I think Jabotinsky made a very good point here.  You see, human beings will, if given the chance, tend to buy land in the places they wish to live in.  The ones who can make best use of the land and wish to do so will be the high bidders for the land.  If injustice consists of stealing that land from them and justice consists of letting them buy the land and keep it (which they will wish to do if they are offered only low prices for it), then it is easy to see what the triumph of justice would mean here.  In particular, it would mean a prosperous Israel and a triumph for Zionism.Shlaim appears to have missed all this.  To him, Zionism is unjust.  And to him, the triumph of terror and theft is both forthcoming and desirable.  He tells us that a new independent Levantine Arab state is inevitable.  I disagree.  It may be likely.  But it would serve no purpose.  It would not help Jews, Arabs, or others.  Its only purpose would be to damage Israel.  The people of such a state do not as yet have an independent language, religion, culture, cuisine, or foreign policy.  So I think there is still hope that sanity may prevail here.Shlaim also tells us that this new Arab state will be weak, demilitarized, and territorially divided.  Is it just possible that this, if true, provides even more reasons why neither side might want to create it at all?   And could that make the appearance of this state even less inevitable?  Or at least less desirable?And the author also explains that both sides in the Arab-Israeli conflict will have to make painful compromises, and that Jerusalem will have to be the subject of hard bargaining.Really?Is having peace and prosperity with reasonable borders a painful compromise?  For either side?  Of course not.  Shlaim is kidding us if he expects us to believe that war, poverty, and destruction are somehow less painful.Had Shlaim been writing about France and Germany, we'd have seen at once that the whole viewpoint is nonsense.  He'd have been telling us that the German National Socialists needed an independent state in France, either to replace all of France or part of it.  He would have laughingly dismissed French claims on the basis of the entire idea of France being unjust!  He'd have sternly explained that a German National Socialist state in France was both desirable and inevitable.  And he would have discussed the necessary painful compromises for both sides and the hard bargaining about Paris.There are plenty of reasonable books about the Arab war against Israel.  This isn't one of them",0
"Didn't care for this book at all.  If you want to learn about Stephen King you'd be much better off reading or listening to his book &quot;On Writing.&quot",0
"I have been a fan of Sue Henry since her first Jessie Arnold mystery.  I was looking forward to reading her lastest adventure, but was very disappointed in this outing.  The characters were one-dimensional.  After discovering who the bad guys were I needed to reread part of the book for clarification.  Sue Henry has a very annoying habit of foreshadowing at the end of many of her chapters.  ...they hadn't a notion just how decidedly things could - and would - change in the next few hours.  Even the relationship between Alex and Jessie seemed stilted.  I realize it is difficult to create plausible mysteries for a civilian like musher Jessie Arnold, but this book tried too hard and accomplished too little",0
"I want to make a short comment here:1) This book is quite confusing. It mixed up the real story with the make up one.2) Saying that Ramanujun thought Goldbach Conjecture is wrong was a huge mistake. Everyone believe that Goldbach Conjecture is true. And Ramanujun is a real genius. I cannot stand this make up part",0
"What a bunch of high school hallway gossip! The author does not know the difference between white and albino! The 'genetics' discussions on color (which includes people, chickens, horses, and dogs - all of it suspect) and mutts vs. purebred dogs are total claptrap! I confess, I couldn't get past page 87 when the author explains that 'one of the reasons wolves turned into dogs was that nursing human mothers probably adopted orphaned wolf cubs and nursed them at their breasts along with their human babies.' WHAT?? A waste of my hard-earned $. Having read those parts I cannot believe anything that went before or that follows, not that I'm reading any further. How is a multi-published author allowed to put such uneducated 'information' into print? And now she's influenced readers -- a terrible situation. Publisher, where are your pre-publication reviews? Shame on you for allowing this ignorant speculation to be published!",0
"This book could have been written in 200 pages instead of 400 if James Frey did not repeat himself a million times.Although, the book is based on fictional characters the author could have developed the characters more by including more of the occupants from the treatment facility and told their individual stories to make the story flow and make the book more interesting instead of being so repetitive.This book however, did shed some insight on what addicts go through during detox.He could have been less descriptive in the sections where he described getting sick and throwing -up, and the very graphic descriptions he gave when taking his stitches out; even though his tactic was to show how brave he was, the reader could tell that it was all in his addictive mind!This book would be an encouragement for someone who is an addict and need something to pull them into reality to show them that they can kick their addiction and change their life before it is too late, like it almost was for James.It was just an okay book and we hope James Frey's next book will be much more interesting",0
"Not all that useful, really.  Message is buy mutual funds!.  In general, since the vast majority of mutual funds underperform the market, just buy index funds would be the best advice.  Most of the text is entirely useless to someone who might want to trade individual stocks.  Passages suggest that if a company seems undervalued you might want to have lunch with the CEO to go over the financials and confirm your valuation.  Oh, thanks Peter, what great advice... (Mr. Gates, your 11 o'clock is here to discuss purchasing 15 shares)",0
"The biblical and creator references in this book are overwhelming. I thought I was buying a book about knitting, but found the references too distracting to be able to focus on her knitting instructions.",0
"Just finished reading this novel this morning and I think it is probably the weakest one of the lot.  Like a lot of reviewers, I didn't find this one anywhere near as gripping or well-developed plotwise as a number of the earlier ones in the Stephanie Plum series.  As well, the supposed sexual tension- love triangle between Stephanie, Joe and Ranger is approaching its use-by date.  It is definitely becoming boring and I think Ms Evanovich needs to resolve Stephanie's romantic situation once and for all.  I still enjoy characters like Lula and Grandma Mazur but a lot of the situations Stephanie found herself in fell flat with me.  There are only so many times she can have her car blown up, handbag destroyed, apartment broken into, etc, before it becomes tiresome and repetitive.  I still think there is a spark of life in the Stephanie Plum series, but I hope the next novel is a better effort and not so much by-the-numbers as this one",0
"There are plenty of excellent Play Therapy books out there, this is not one of them.  Maybe it's just me, but a play therapy book should be way more user friendly.  I need quick access, color and... ART",0
"When you have lost weight, it's a very natural thing for others to be curious about how you lost your weight and kept it off. Whenever they have heard me tell my story, read my blog or book, or found out that I did it on the low-carb lifestyle, one question invariably has come up from time to time:What do you think about this low-carb diet where you can eat whatever you want for one-hour per day?My initial reaction to these people was usually something along the lines of this:That's absolutely crazy! There's no way you could ever lose weight and keep it off using this method.I did the Atkins diet and honestly have not stayed on top of all the bazillion other low-carb diets out there. But there was something very odd about this plan that it made me look around to find out more about it.Little did I know there was an actual book out there about this very diet so many people had been telling me about. It's called The Carbohydrate Addict's Diet and it was written by a husband/wife team Drs. Richard and Rachael Heller.The CAD diet, as it is referred to, makes the claim (and I agree with it) that many people are addicted to carbohydrates and need to be weaned off from depending on them for sustenance. Just like a drug addict gets small concentrated doses of their preferred drug daily so they can eventually get by with less and less, that same concept is what goes into the CAD diet.If people think the Atkins diet is restrictive, then check out what you have to do on the CAD diet:BREAKFAST: ZERO-carb meal consisting of protein and fat.LUNCH: ZERO-carb meal consisting of protein and fat.You are NOT allowed to eat any bread, fruit, milk, juice, and most starchy vegetables. Absolutely NO snacking whatsoever except for black coffee or diet soda. You cannot use artificial sweeteners either.Sound appealing, anyone? Hmmm? I suppose if that's all there was to this diet, then NOBODY would do it. But there is one more key aspect of the CAD diet that you probably will be interested in.DINNER: Eat equal amounts of protein, vegetables and dessert of whatever you want to eat in whatever amount, but it must be eaten in a one-hour time frame. You can even enjoy a beer or glass of wine with your reward meal.How's that for incentive? You basically starve all day long just so you can get to those sixty minutes at the end of your day where you can say hello to the buffet line! Who wouldn't enjoy a diet that lets you do THAT?!Well, I'm still very skeptical about any lifestyle change that encourages you to eat the very foods that got you overweight or obese to begin with on a DAILY basis. I caught a lot of flack from my fellow low-carbers about my controversial planned splurge meal every 6-8 weeks during my weight loss. However, the Hellers give you a DAILY planned splurge!!! What's up with that?We can blame this on Dr. Rachael, who stumbled upon this way of eating when she weighed 268 pounds after being on diet after diet. She became a psychologist to learn more about why people overeat (ostensibly to help herself in the process, too). She had skipped breakfast and lunch on a particular day she was fasting for a blood test and then, like most of us would, ate to her heart's content whatever she wanted for supper. The next morning she noticed she had dropped 2 pounds.Thinking something must have gone wrong with her scale, she tried it again the next day, skipping breakfast and lunch and then eating a gargantuan dinner and once again, she lost another pound. She played around with what would eventually become The Carbohydrate Addict's Diet and went on to lose 150 pounds which she has kept off to this day.The frequency of eating carbohydrates is the key behind the CAD diet. The Hellers believe that anyone who consumes ANY amount of carbohydrates during the day will set off all the bells and whistles in your body that you are hungry faster than if you avoided them altogether. They say that eating carbs throughout the day is like giving lots of small doses of cocaine to a cocaine addict. It will make them crave their poison even more!That's why you basically avoid eating carbs on the CAD diet until the end of the day. This process of getting over carbohydrate addiction is a tricky one, and the Hellers think they have found a solid plan for making it work for lasting weight loss in people.I still can't get around the fact that you don't change the poor eating habits of the people who have packed on the pounds. Sure, they basically starve themselves throughout the day before they eat their one BIG meal each day, but how is that stimulating the metabolism and preventing the biggest obstacle to weight loss success -- HUNGER!There's no way I could do the CAD diet because I enjoy eating every 2-3 hours to keep my digestive process constantly in motion. I truly believe this is one of the things that has helped me lose the weight and keep it off. Since you cannot snack or use artificial sweeteners on the CAD diet, it would literally drive me insane even if there was that reward meal at the end of the day!Wanna take a test to see if you are a carb addict? Click here to take the 10-question Carbohydrate Addict's Test. I scored a 2, which means You do not appear to be carbohydrate addicted. No kidding, ya think?Dr. Jonny Bowden, author of Living The Low-Carb Life, examined the CAD diet and said the diet uses some fuzzy science to make their points about why their plan works.While it seems pretty clear that there are both insulin and serotonin abnormalities in the obese, it's not at all clear that high levels of insulin depress levels of serotonin, as the Hellers hypothesize--in fact, the majority of the evidence points to the opposite response.Furthermore, Dr. Bowden said he is concerned about the lack of attention on exercise as part of their weight loss program, stating it's vital to both maintaining weight and to raising the metabolic rate.While The Carbohydrate Addict's Diet has worked for a lot of people and I always tell people to do what works for them to lose weight and keep it off, I still have my reservations about this program. I think I'll pass on carb-loading my body for one hour a day",0
"This book is just plain stupid. If it works for people and helps them lose weight I realize they will be estatic. However, it is not healthy. Each of our meals should be balanced. These people are promoting unbalanced eating. The reason so many of us are carb sensitive is because we have spent a lifetime over indulging on carbs! If one were to sit down and eat each meal with balanced food groups, including complex carbs in small amounts, we would not only lose weight in a safe manner, but we would heal our bodies from the inside out. This diet won't heal us, it is a fad. If anyone is looking to really heal their metabolism, lose weight and even heal disease, try reading The Schwarzbein Principle by Diana Schwarzbein, MD. That is a great book on how to heal diabetes, hypoglycemia, and many other things. It also explains how eating balanced and giving up stimulants will not only help us lose weight, but reverse aging and stop having food cravings in the first place. This book promotes eating unhealthy foods and is only about weight loss, not getting healthy.",0
"No wonder John Gardner didn't write more fiction books.  He was far too preoccupied with what he believes makes good fiction, rather than actually writing it.  Creative atrophy I believe John Gardner himself would call it.  If there's ever been a better example of the those who can't do, teach argument, I haven't encountered it.  This is hardly the place a Young Writer should start.  Instead, how about reading what you like and avoiding ignoramouses such as John Gardner?  John Gardner is unable to accept the fact that many of the world's finest writers never made it through college, and many more didn't have the luxury of a rigorous classical education.   The most hilarious part is where Gardner mentions that only through a line-by-line university level discussion will anybody ever be able to fully enjoy Shakespeare.  It's interesting to note how Gardner, who taught creative writing at the university level, fails to exhibit the critical thinking and objectivity he says one can only obtain through a college education",0
"This was originally published in 1911 and promulgates the author's task management system.  This was the beginning of the scientific management line of research and so is widely credited as being the first management science book.  The essay certainly provides an interesting window into an earlier time.  He also illustrates how implementation of management tools requires leadership for success.  Still, a reader shouldn't plan on taking away a great many lessons not available from other sources.  The book should appeal mainly to those specialists working in the field and to historians rather than most readers",0
"I know a lot of people liked this book, but it didn't work for me. The main character and his buddies run around like chickens with their heads cut off, acting as if they have committed a huge crime. The problem is, they didn't. There is no crime. I talked to several cops and a prominent defense attorney about this plot, and it makes no sense. It would make sense if someone comes after the McGuffin, early on, but no one does, not until very late in the book. So most of the story has no foundation.",0
"If Tony Hillerman wrote this novel (novella actually), I sure can't tell. I have been a Chee/Leaphorn fan for many years, but this novel is not in the same league with Hillerman's other work. It is reminiscent of a 'B' movie. Instead of building suspense, the plot is laid out all too plainly, the characters are unreal, and the Chee/Bernie romance doesn't ring true.  I am amazed that it was published",0
"I gave this book two stars because the book was a little boring and dragged on in some areas. The best information was in the margins and the quotes not really any of the information in the book. I have read: Carolyn, Bill, and Amy's books and I want to give this one a try.This book is truly for The Apprentice TV lover but if you are looking for business advice this is not the book for you",0
"Really tried to like this book. Premise was grand; story bobbed and weaved; conclusion was flimsy. Discursive scientific literalizations distract & disorient. Crichton breaks the rule to never stanch the flow. I dislike the quartet of scientists who investigate the outbreak; they don't come across to the reader as likeable",0
"I couldn't read past the second chapter.  Roberts is just perpetuating the same old stereotypes about Muslims.  It really steamed me that she used a verse of the Quran out of context for the title page of The Bitter.  Your wives are your fields, so go to your fields as you like isn't meant as a justification of sexual abuse and has never been interpreted as so by real scholars of the Quran.  I'm not going to finish this book, because I'd rather not be reminded of how much I am viewed as some sort of exotic, oppressed other type of woman, thanks.",0
"This was one of five books that I brought from Amazon.com and by far the worst of the lot.  This man has one idea about how the government really works.  Take it from me I have been with the IRS for five years",0
"I bought this book while rushing through an airport terminal needing something to read on the plane.  Not one of my better decisions.  Very wordy, and the dialogue is so clipped and stilted it's totally absurd -- reminds me of the way the cops talked in Dragnet.  We are talking zero development of characters.  Perhaps Mr. Woods feels he doesn't need to give any depth to characters that he's been writing about in previous books.  Well, he's wrong.  You basically just don't care about these people.  They aren't real, and they talk weird.  Not much action either, unless you count actions like:  they got in the car; they got in the boat; they got in the plane.  You get the picture.  This is another case of a well-known author throwing something together so he can get it on the newsstand and rob you of your money.  Don't fall into his trap like I did.  There are a lot better books out there.",0
"Should Martha Rules have included any information regarding her going to prison as a business decision? I would have been interested in reading about the pr strategy used in this criminal spectacle designed to make the question of Martha/Mdiddy's innocence a moot point. Are honest business practices being pushed to the side? By normalizing, generalizing, and minimalizing Martha/Mdiddy's crimes, are we loosing our morality? How important is integrity to a leader...former CEO of a company?Be thoughtful",0
"Mine got unsuspended with the second boyfriend's death.I am a great fan of Nora Roberts and really looked forward to this book.  Believe me, it is not one of her best.I started off admiring her setting and characterization of the Hale family, but, then, this went on way too long.  It also took way too long to get to the real story. The middle of the book bogged down to the point that I had to make myself keep reading, which is very unusual for Nora Roberts.Much of the plot was over the top unbelievable.  How many boyfriends of one person can be killed?  The 20 year mystic connection with Bo doesn't quite come off, either.I'll certainly remain a great fan of Roberts, but no one's perfect, I guess.",0
"I found this book very boring. Tyler does a good job on detailing the charictors but I kept waiting for something to happen. Poor Maryam never developed into a person she was so caught up in trying to be a properAmerican. I will read another of her books since she is so well thought of",0
"This book is not as good as i thought it would be.  I hope i have better readings with Bryan Tracy's Advance selling",0
