axlevirtue,-65.378086,-33.725144
deficientclunking,-66.356422,-33.273192
snowdonevasive,-58.761864,-27.445503
surmiseteenagers,-59.056125,-27.449986
cartridgesbummage,-58.228111,-26.212722
apronextension,-54.473444,-25.737281
eminentallergy,-57.152078,-29.689425
spiritedjump,-57.640231,-30.271922
cobolglaucous,-55.970728,-27.385839
musicalchampagne,-60.493103,-26.756519
tweezerscurve,-65.486169,-24.855978
strungebay,-65.097778,-24.392778
backedammeter,-64.32917,-23.152779
snaildossier,-65.5775,-22.150556
actuallyfoot,-54.574722,-26.397499
croutonwrack,-59.250583,-29.099472
quadratcranky,-55.124156,-27.518156
bunchmeats,-59.68,-29.210278
dotwazzack,-57.978889,-29.770555
behaviourverbena,-71.532289,-41.943189
canalhateful,-67.465508,-45.785347
metaiota,-71.139472,-42.90795
upbeatodd,-65.270319,-43.2105
feverspolystyrene,-63.000389,-40.869222
chichazard,-65.102725,-42.759161
blythpulse,-56.630833,-64.238335
eontop,-65.904097,-47.735292
meatsoffbeat,-67.749389,-53.777667
ashamedmuscles,-69.312636,-51.608875
impetuousfurbelows,-68.29575,-54.843278
farrowcetti,-67.802589,-49.306775
allocatesposts,-70.978689,-46.537911
looroasting,-68.579197,-50.01655
mtvgrosbeak,-62.169317,-38.724967
geologybeeping,-61.889297,-37.446111
starbucksbluetail,-60.216619,-36.890039
organicmajor,-63.758286,-35.696183
impetuousfurbelows,-60.329711,-38.386911
binomialapathetic,-61.076367,-36.186594
freelysociable,-57.573333,-37.934167
evaporatingplug,-68.155711,-38.949
sociablelemma,-61.857553,-35.844592
chichazard,-64.275694,-36.588322
wonderfulscullian,-71.157542,-41.151172
micaassistant,-59.227922,-37.237392
axlevirtue,-57.029239,-37.235408
microwavejar,-69.264642,-38.939683
europiumcentury,-71.137294,-40.075383
rubbishbladder,-49.301528,-8.348347
analbar,-43.384708,-22.875083
duexslt,-48.133028,-21.812
trapdoormongrel,-37.070333,-10.984
spiritedjump,-50.455914,-22.638564
actuallyfoot,-56.106206,-9.866092
buoyancycowardice,-50.424722,-21.141342
blythpulse,-48.476292,-1.37925
gravelscientific,-54.112244,-31.390528
shrillbanjos,-43.950628,-19.851181
simplicityfairy,-49.232036,-25.405078
strungebay,-43.761056,-21.267167
cobolglaucous,-47.918625,-15.8711
turnoverlovesick,-49.0538,-22.345042
cuboidpass,-52.388894,-15.861344
axlevirtue,-53.500764,-25.000339
stunassured,-54.965422,-9.333936
duexslt,-43.968856,-19.63375
actuallyfoot,-54.6725,-20.468667
snowdonevasive,-52.656553,-27.134219
gaudyfea,-47.458667,-7.320444
expecteffective,-49.424739,-28.725817
hypergalaxyfibula,-51.144367,-29.945944
twitequiver,-41.301669,-21.698333
paddlevacuole,-57.673053,-19.011931
chiselleddessicants,-49.175775,-25.528475
organicmajor,-39.253069,-17.652283
surmiseteenagers,-51.187536,-29.197064
mtvgrosbeak,-56.116719,-15.652931
ischemicfrosted,-72.769489,-7.599906
gnarledbaggy,-51.424639,-22.175056
swankythough,-60.049721,-3.038611
looroasting,-57.776869,-6.233156
canalhateful,-42.092633,-22.812872
lickerbond,-54.487206,-25.59615
troubledseptum,-48.547181,-27.670489
actuallyfoot,-32.423336,-3.854928
flickcanapes,-49.187472,-20.278483
cuboidpass,-46.335264,-20.702817
apronextension,-38.532556,-3.776283
blythpulse,-43.243647,-22.808903
burritoscarriage,-65.284792,-10.786375
unicyclistamiable,-49.220686,-16.632033
epsiloncloning,-48.405078,-21.773683
fixnumquicklime,-46.469511,-23.432075
organicmajor,-45.204778,-22.791608
badgefields,-52.253978,-3.253906
dweebspices,-58.481186,-3.127256
disjointtoday,-56.000669,-4.242342
coatprecious,-39.033197,-14.815964
ellipticalfabricator,-42.487583,-19.470722
musicalchampagne,-49.213361,-18.444661
producecoven,-47.46005,-5.531292
stunassured,-48.460739,-1.414158
buoyancycowardice,-43.386778,-21.7915
wordsundress,-34.950681,-7.148381
tweezerscurve,-48.797364,-26.224453
bonelliseal,-35.896364,-7.269917
mtvgrosbeak,-47.134444,-23.0075
snowdonevasive,-50.281486,-27.782142
gruntdrive,-49.730519,-21.664039
opticsdiameter,-51.130072,-23.333625
twitequiver,-43.408114,-13.262086
replacedbevy,-43.896403,-19.661611
impetuousfurbelows,-49.138025,-5.368589
swankythough,-52.60225,-0.889839
metaiota,-52.016406,-23.476392
copalinstruct,-43.8189,-16.706925
realtorcaustic,-59.9863,-3.146042
binomialapathetic,-35.791678,-9.510808
ischemicfrosted,-37.364347,-5.201919
bismuthcolloquial,-46.637753,-23.509119
producecoven,-61.278319,-5.811381
mincegaiters,-48.65139,-26.879999
evaporatingplug,-54.169139,-28.281683
sectionssqueaky,-35.247717,-5.911417
ytterbiumprovincial,-51.171428,-29.994428
bunchmeats,-41.731961,-2.893747
stunassured,-46.567917,-21.843014
showerspain,-52.326558,-28.243989
dotwazzack,-52.327689,-31.718353
heomicron,-40.569097,-9.362411
chichazard,-48.399736,-10.719417
microwavejar,-55.702614,-22.549639
turnoverlovesick,-63.902281,-8.709294
axlevirtue,-67.4836,-9.583
bluetailgodwottery,-34.923039,-8.126794
ytterbiumprovincial,-52.166542,-32.082617
spiritedjump,-43.163133,-22.910461
crepegrape,-47.774189,-21.134167
namibianstabbing,-43.719092,-22.93235
apronextension,-45.862739,-23.228172
sortinterior,-44.234139,-2.585361
somethingalbedo,-46.655375,-23.626692
souffleutility,-49.406511,-20.816567
craytugofwar,-46.2875,-23.925206
shrillbanjos,-38.331044,-12.910994
ceilinjuries,-56.396803,-1.4896
micaassistant,-42.823478,-5.059942
pancakesgrebe,-64.724056,-3.382944
microwavejar,-70.783269,-8.155256
babyambitious,-50.651592,-24.317775
swankythough,-69.935828,-4.255669
easybobolink,-49.720267,-3.786008
gilletteclammy,-66.985589,-0.148419
bluetailgodwottery,-38.250575,-9.400878
bunchmeats,-57.038189,-29.782178
gogglesknacker,-48.225594,-18.882844
binomialapathetic,-51.564761,-20.777067
disjointtoday,-47.964778,-19.765
dialgraft,-45.473342,-21.590067
latticelaboratory,-60.098269,-12.694375
ledgeindeed,-40.286389,-20.258056
disjointtoday,-47.334764,-21.984561
producecoven,-70.338742,-18.348531
paddlevacuole,-71.689475,-45.916058
pipetsrockers,-70.6884,-33.5618
musicalchampagne,-71.687405,-46.583341
wonderfulscullian,-68.903575,-22.498175
hypergalaxyfibula,-72.031367,-36.582497
starbucksbluetail,-70.854586,-53.002642
gaudyfea,-72.106133,-45.594211
ytterbiumprovincial,-70.181275,-20.535222
carrionscream,-70.785803,-33.392975
burritoscarriage,-70.4451,-23.444478
showerspain,-70.319228,-53.2537
gammagot,-71.851112,-43.189167
dampedbrioche,-72.425444,-37.401731
tendonwench,-67.626261,-54.931072
swankythough,-73.063106,-36.77265
listenerabandoned,-109.421831,-27.164792
neckedjre,-73.061042,-40.611208
burntrifle,-70.755997,-28.596403
cowardlyabout,-70.775694,-34.173694
horsesmultiply,-58.986667,-62.190833
synonympatisserie,-71.199522,-29.916233
fizzclimbing,-70.546667,-33.456278
starbucksbluetail,-72.637097,-38.766819
hypergalaxyfibula,-73.093953,-41.438886
musicalchampagne,-72.699114,-42.932808
gruntdrive,-73.086111,-39.649956
behaviourverbena,-78.574636,-1.212067
historypant,-79.378936,-1.706275
rubbishbladder,-76.986842,-0.462886
bluetailgodwottery,-78.984397,-2.889467
shrillbanjos,-90.265914,-0.453758
tendonwench,-79.883558,-2.157419
namibianstabbing,-78.566994,-3.423214
unguardedgiant,-79.552261,-1.704381
unbalancedprotoplanet,-78.615756,-0.906833
croutonwrack,-79.941022,-4.378231
gnarledbaggy,-78.12075,-2.299167
grabbig,-79.961572,-3.268903
crepegrape,-76.975742,-2.067014
singesculptor,-80.678808,-0.946078
cuboidpass,-79.803619,-2.851097
rigelpaunchy,-79.769165,-3.319667
tubingwheatear,-80.472206,-1.041647
latticelaboratory,-79.465114,-0.9894
ceilinjuries,-78.488214,-0.141144
deficientclunking,-78.656142,-1.653433
quadratcranky,-79.977817,-3.435161
pleasinghoop,-80.988878,-2.204994
moderatohorn,-79.214447,-0.248222
latticelaboratory,-79.680169,-2.261036
spiritedjump,-77.819447,-0.986767
spiritedjump,-76.33775,-0.122956
driftmvc,-57.519133,-25.23985
smackswallow,-56.853944,-27.37065
tyrespan,-57.427122,-23.44175
farrowcetti,-54.619417,-25.407853
figsql,-60.621694,-22.044986
pancakesgrebe,-58.318036,-26.881467
wordsundress,-69.943163,-4.193549
ytterbiumprovincial,-64.312881,-22.773336
advisorlanguage,-66.177114,-17.421058
feverspolystyrene,-65.141533,-16.990019
easybobolink,-68.782972,-11.040436
dampedbrioche,-68.192256,-16.513339
unicyclistamiable,-67.076236,-17.962589
latticelaboratory,-65.723706,-19.543069
wordsundress,-57.820586,-18.975281
raggedshrink,-65.435158,-13.762208
peacefulceaseless,-65.288747,-19.007083
barnevidence,-64.701325,-21.555736
planktonuses,-64.918019,-14.818739
namibianstabbing,-63.405611,-21.255231
looroasting,-63.135364,-17.644756
bluetailgodwottery,-63.651669,-21.960925
pipeathlete,-79.442856,-5.256767
unguardedgiant,-76.466617,-2.796128
driftmvc,-73.766503,-10.729117
gravelscientific,-69.488711,-11.411578
smackswallow,-74.574297,-8.377939
flickcanapes,-78.52385,-9.149614
looroasting,-70.706456,-9.768131
tubingwheatear,-70.930803,-17.178961
expecteffective,-79.828097,-6.787475
neckedjre,-74.204417,-13.154819
wordsundress,-73.350378,-13.706408
unicyclistamiable,-77.598392,-9.347444
driftmvc,-77.114319,-12.021889
flickcanapes,-76.728561,-7.1691
fattyoddball,-75.473394,-11.783144
metaiota,-70.158169,-15.467103
replacedbevy,-71.343964,-17.695036
gruntdrive,-76.998942,-12.160708
singesculptor,-80.381356,-3.552528
geologybeeping,-76.118211,-5.893772
babyambitious,-77.061139,-11.9287
driftmvc,-77.856064,-6.201806
cartridgesbummage,-73.308806,-3.784739
alloweruptions,-71.583083,-16.341072
cowardlyabout,-75.3505,-11.128639
neighborlyrook,-79.108761,-8.081411
phobosstaccato,-76.220284,-13.744864
ledgeindeed,-76.373247,-6.508742
singesculptor,-70.275833,-18.053333
belchedsodding,-69.228611,-12.613611
stylishmugs,-80.616444,-5.20575
gammagot,-81.254139,-4.576639
souffleutility,-71.938781,-13.535722
behaveterminal,-56.264703,-34.789208
decanterbalance,-56.499172,-33.358867
figsql,-56.030806,-34.838417
hypergalaxyfibula,-57.985294,-31.438481
frequencywould,-58.535833,-34.822222
meggingswine,-72.053103,-50.280322
mincegaiters,-149.611389,-17.556667
cartridgesbummage,-54.792789,-2.422431
analbar,-39.080833,-16.438611
tyrespan,-54.44024,-25.684
nursingrash,-39.293777,-6.346639
smackswallow,-48.35278,-10.241667
popmatrices,-48.6114,-17.7267
nursingrash,-63.166667,-17.8
popmatrices,-171.74083333,-13.84861111
rubbishbladder,-54.843592,-25.4555
upbeatodd,-70,-27
horsesmultiply,-61.8465,-10.8708
cowardlyabout,-74.961811,-14.854192
mincegaiters,-78.4894,-7.139183
craytugofwar,-39.8642,-18.0489
canalhateful,-67.3534,-14.3044
casesslippery,-67.5512,-11.1077
snowdonevasive,-71.9159,-39.2928
burntrifle,-53.6975,-24.6863
ashamedmuscles,-53.688153,-29.711358
craytugofwar,-41.277,-12.4823
eontop,-39.2701,-7.218958
organicmajor,-56.721756,-36.542317
ceilinjuries,-70.15,-48.7831
expecteffective,-65.0343,-40.7512
trapdoormongrel,-68.951111,-46.533056
surmiseteenagers,-63.793189,-22.619167
poohvireo,-139.552,-8.93611
raggedshrink,-140.078,-9.35167
trapdoormongrel,-139.011256,-9.768794
poohvireo,-146.257,-14.4281
ashamedmuscles,-146.415,-15.5736
croutonwrack,-172.3,-13.733
shrillbanjos,-178.066,-14.3114
guavaconfide,-169.925639,-19.080028
dotwazzack,-178.976,-17.269
impetuousfurbelows,-173.755,-15.9767
ledgeindeed,-174.341,-19.777
looroasting,-174.958,-21.3783
gravelscientific,-179.877,-16.6906
pipetsrockers,-178.817,-18.1992
coatprecious,-179.342,-17.7433
replacedbevy,-158.037,-9.00667
rigelpaunchy,-157.703,-19.8425
dronessomersault,-157.345,-20.1361
shrillbanjos,-161.002,-10.3767
lickerbond,-157.905,-21.8956
pipetsrockers,-158.119,-19.9678
translatecyclist,-69.733,-2.867
gravelscientific,-54.917,-34.917
crepegrape,-54.5204,-27.9067
ellipticalfabricator,-76.204797,-9.878811
cuboidpass,-70.508225,-3.916858
feverspolystyrene,-66.7375,-14.8592
eminentallergy,-66,-11
bracesworkable,-65.3456,-10.8206
popmatrices,-69.58,-1.33
xslhopeful,-74.77,-0.18
applyingbaker,-57.777644,-51.685672
cobolglaucous,-79.3719,-3.99589
replacedbevy,-89.61745,-0.910206
completionskylark,-47.49,-23.478
planktonuses,-69.7652,-26.3111
worldlyventuri,-40.863106,-14.862761
shrillbanjos,-49.9264,-22.196892
tweezerscurve,-41.766,-22.343
guavaconfide,-58.817222,-38.483056
showerspain,-72.2486,-50.3361
paddlevacuole,-36.30288,-54.16534
globeshameful,-58,-68
synonympatisserie,-62.83,-63.37
handywrist,-38.5432,-13.2314
allocatesposts,-38.909122,-13.386571
looroasting,-52.2683,-27.6619
unguardedgiant,-67.046881,-20.330706
cowardlyabout,-67.62538,-20.240932
upbeatodd,-65.768781,-18.133114
twitequiver,-152.805192,-22.637253
starbucksbluetail,-44.2258,-21.0864
eminentallergy,-55.094278,-34.855139
producecoven,-76.517,-8.183
flinkjordan,-72.41,-0.58
upbeatodd,-41.9822,-18.8952
badgefields,-146.368406,-16.119037
allegatorwafers,-76.385733,-8.337041
opticsdiameter,-57.7706,-34.4564
troubledseptum,-58.288612,-33.963882
dronessomersault,-47.1082,-22.8592
crepegrape,-70.113581,-38.9755
bluetailgodwottery,-68.904211,-37.390617
ellipticalfabricator,-69.083333,-45.6
producecoven,-36.511667,-54.276667
europiumcentury,-72.3,-51.533333
stunassured,-72.516667,-51.733333
allegatorwafers,-67.5333,-46.4333
driftmvc,-67.25,-47.033333
synonympatisserie,-65.341,-41.592
duexslt,-69.5833,-41.3
gogglesknacker,-71.75,-47.533333
snaildossier,-72.93,-49.328889
cleaningburnt,-65.179932,-32.349803
actuallyfoot,-70.816667,-45.016667
hypergalaxyfibula,-70.466667,-44.016667
organicmajor,-66.833333,-20.466667
blythpulse,-67.498056,-14.4275
behaviourverbena,-55.829722,-22.641389
smackswallow,-73.016667,-0.733333
fizzclimbing,-42.074167,-22.921667
babyambitious,-55.586,-11.885
pancakesgrebe,-49.068889,-11.728889
ytterbiumprovincial,-50.625,-9.505
eminentallergy,-50.48,-1.681944
historypant,-48.522778,-0.716944
lasttaiga,-56.735833,-2.627778
tweezerscurve,-45,-12.083333
alloweruptions,-50.502778,-10.47
elatedunicorn,-48.220556,-13.526944
worldlyventuri,-48.240833,-7.228333
submittedwavelength,-60.380556,-5.121389
wisefumbling,-55.910833,-13.05
croutonwrack,-47.400833,-20.538611
maintainwiggly,-54.805833,-22.220833
cheapersyllable,-64.797778,-7.258889
latticelaboratory,-54.633333,-16.466667
allegatorwafers,-51.45,-25.383333
buoyancycowardice,-51.500833,-27.172778
hypergalaxyfibula,-50.918333,-17.790278
paddlevacuole,-46.960278,-19.563056
turnoverlovesick,-57.718611,-3.383611
horsesmultiply,-59.593889,-4.387778
bashrower,-63.140833,-4.085
pleasinghoop,-62.923889,-0.975
wonderfulscullian,-56.445833,-14.408889
translatecyclist,-42.783333,-14.216667
souffleutility,-147.67,-23.87
cowardlyabout,-70.319228,-53.2537
replacedbevy,-59.61,-51.31
applyingbaker,-59.0777,-52.4282
unguardedgiant,-58.47,-52.03
grabbig,-59.9863,-3.14604
quadratcranky,-66.9858,-0.148056
neckedjre,-50.0035,-6.11781
realtorcaustic,-44.396389,-2.373
unguardedgiant,-56.00384,-4.2446
behaviourverbena,-172.627778,-13.505
tubingwheatear,-169.423611,-14.216111
frequencywould,-169.67,-14.184444
binomialapathetic,-72.5667,-13.1167
nursingrash,-38.9924,-13.2965
worldlyventuri,-37.3643,-5.20192
planktonuses,-36.0135,-8.28239
microwavejar,-43.4603,-22.7453
loindecorate,-58.367841,-34.5978
moderatohorn,-56.213781,-34.90278
allocatesposts,-57.843427,-34.4741
europiumcentury,-56.166589,-34.893891
troubledseptum,-78.3657,-0.5425
belchedsodding,-14.393664,-7.969597
gruntdrive,-71.478583,-32.949611
fundingticket,-67.6263,-54.9311
stylishmugs,-1.1111,-1.1111
opticsdiameter,-176.220556,-44.300278
sortinterior,-138.57,-20.7897
deficientclunking,-71.2164,-34.9667
decanterbalance,-80.096214,-26.293864
twitequiver,-49.091696,-26.834239
loindecorate,-43.1730575562,-21.5130558014
epsiloncloning,-55.476111,-30.974444
binomialapathetic,-46.491111,-18.672778
coatprecious,-49.068333,-22.157778
wisefumbling,-51.05,-6.763056
easybobolink,-49.98,-8.033333
croutonwrack,-51.952222,-6.641389
meatsoffbeat,-56.4525,-21.247222
croutonwrack,-50.689444,-11.6325
apronextension,-50.939722,-26.788333
risottospell,-66.8975,-4.871389
dronessomersault,-65.355556,-4.884167
carrionscream,-69.879722,-6.639444
analbar,-52.052778,-27.180556
quadratcranky,-53.063333,-26.059167
opticsdiameter,-51.567222,-10.633611
mincegaiters,-53.313611,-23.798611
gilletteclammy,-43.650278,-18.231944
gogglesknacker,-66.083333,-2.5325
meatsoffbeat,-68.918889,-3.465556
cranniescigarette,-63.072222,-7.532222
bismuthcolloquial,-65.033889,-0.416944
cheapersyllable,-55.836111,-1.714167
babyambitious,-38.998889,-15.355278
gilletteclammy,-153.0166667,-27.4666667
lickerbond,-90.95305555,-0.942499999
wonderfulscullian,-38.939241,-13.565589
twitequiver,-38.939241,-13.565589
horsesmultiply,-75.53333,-0.766667
popmatrices,-77,-2
unicyclistamiable,-77.1501,-1.0102
croutonwrack,-78.929703,-33.665001
disjointtoday,-65.932095,-26.06245
pipeathlete,-64.936666,-27.509946
opticsdiameter,-38.91,-13.389444445
coatprecious,-68.08,-67.34
organicmajor,-160.916111,-47.500278
hoursethanoate,-48.467,-22.938
copalinstruct,-48.966,-16.23
feverspolystyrene,-47.904,-21.875
eminentallergy,-70.795305,-27.078052
poohvireo,-68.162777,-22.918888
somethingalbedo,-69.087501,-16.183326
shrillbanjos,-56.54,-63.32
eminentallergy,-57.17,-63.48
buoyancycowardice,-57.18,-63.12
bismuthcolloquial,-62.38,-64.41
simplicityfairy,-62.33,-64.5
twitequiver,-63.294,-64.4931
applyingbaker,-60.42,-62.38
horsesmultiply,-60.39,-62.5837
badgefields,-46.5375,-22.979167
copalinstruct,-47.269402,-22.7558
bonelliseal,-149.5870056,-17.0132999
producecoven,-72.270291,-13.263155
troubledseptum,-72.5238,-13.1556
flickcanapes,-72.0421,-13.4944
blythpulse,-43.9508,-19.8517
bunchmeats,-137.016666,-18.3166666
